SUBVENCIONES 2024,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
CORRELATIVO,TIPO DOCUMENTO,CÓDIGO,FECHA DCTO,FECHA INGRESO,FECHA ENTREGA ,NOMBRE INSTITUCIÓN ,NOMBRE DE LA INICIATIVA,MONTO DE LA RENDICIÓN,RECEPCIONADO POR,FIRMA
105,REND.,2301D0026,S/F,29-abr-24,2-may-24,LIGA ANDABA OHIGGINS CH. VIEJO,MEJORAMIENTO DE RECURSOS PARA LA LIGA ANDABA OHIGGINS DE CHILLAN VIEJO ,,JUAN PARADA,
106,REND.,2301D0296,S/F,29-abr-24,2-may-24,CLUB DEPORTIVO SAN IGNACIO,PRIMERA ESCUELA DE FUTBOL SAN IGNACIO,"$2,874,370.00",JUAN PARADA,
107,REND.,2301SP0187,S/F,29-abr-24,2-may-24,"JJVV N16 SUR PONIENTE ""EL TEJAR""",MEJORANDO LA SEGURIDAD DEL SECTOR,"$4,458,245.00",JUAN PARADA,
108,REND.,2301D0310,29-abr-24,29-abr-24,2-may-24,CENTRO DE PADRES Y APODERADOS DINABEC COLLEGE,CORRIDA FAMILIAR POR UNA VIDA EN MOVIMIENTO,"$1,764,000.00",JUAN PARADA,
109,REND.,2301D0049,29-abr-24,29-abr-24,2-may-24,CLUB DEPORTIVO ARTURO PRAT DE NINHUE,ESCUELA DE FUTBOL ARTURO PRAT 2023,"$2,897,760.00",JUAN PARADA,
110,REND.,2301S0044,5-abr-24,29-abr-24,2-may-24,UNION DE DISCAPACITADOS DE NINHUE,DESDE LA INCLUSION SE COCINA MEJOR,"$2,997,600.00",JUAN PARADA,
111,REND.,2301AM0161,2-abr-24,29-abr-24,2-may-24,CLUB DE ADULTO MAYOR MARIA ELENA VALDES,EL CLUB DE ADULTO MAYOR MARIA ELENA VALDES SE REJUVENECE EN LAS TERMAS,"$1,991,004.00",JUAN PARADA,
112,REND.,2301AM0018,4-mar-24,29-abr-24,2-may-24,CLUB DE ADULTO MAYOR JUAN PABLO II DE COYANCO,ALIMENTANDO EL ALMA SALUDABLEMENTE,"$1,974,790.00",JUAN PARADA,
113,REND.,2301AM0203,17-abr-24,29-abr-24,2-may-24,CLUB DE ADULTO MAYOR DE CHEQUEN,DULZURA SALUDABLE PARA LOS ADULTOS MAYORES DE CHEQUEN,"$1,996,003.00",JUAN PARADA,
114,REND.,2301S0049,25-abr-24,29-abr-24,2-may-24,COMITÉ DE MANUALIDADES LAS HORMIGUITAS,COCIENDO COMO HORMIGUITAS,"$2,807,780.00",JUAN PARADA,
115,REND.,2301D0211,26-abr-24,29-abr-24,2-may-24,CLUB DEPORTIVO UNION SANTA INES,"ESCUELA DE FUTBOL SANTA INES ""SEMILLERO DE CAMPEONES""","$2,985,100.00",JUAN PARADA,
116,REND.,2301D0306,29-abr-24,29-abr-24,2-may-24,CLUB DEPORTIVO EL CALVARIO,ESCUELA DE FUTBOL FORMATIVA EL CALVARIO,"$2,900,000.00",JUAN PARADA,
117,REND.,2301SP0226,29-abr-24,29-abr-24,2-may-24,JJVV LA HORCA ,EN LA HORCA JUNTOS DERROTAMOS LA DELINCUENCIA,"$4,108,650.00",JUAN PARADA,
118,REND.,2301AM0013,25-abr-24,29-abr-24,2-may-24,UNION COMUNAL ADULTO MAYOR QUIRIHUE,LA VEJEZ TIENE SUS PLACERES,"$1,849,000.00",JUAN PARADA,
119,REND.,2301EG0006,26-abr-24,29-abr-24,2-may-24,AGRUPACION DE MUJERES LAS MANZANITAS,SEGUNDA VIDA DE TELAS,"$1,299,452.00",JUAN PARADA,
120,REND.,2301EG0044,24-abr-24,29-abr-24,2-may-24,AGRUPACION DE MUJERES CAMPESINAS,EMPRENDIMIENTO DE MUJERES DE QUIRIHUE ,"$2,158,530.00",JUAN PARADA,
121,REND.,2301C0037,29-abr-24,29-abr-24,2-may-24,JJVV LA QUEBRADA PACHAGUA,SEXTA VERSION DE LA FERIA DE LA VENDIMIA CAMPESINA EN LA QUEBRADA DE PACHAGUA,"$2,500,000.00",JUAN PARADA,
122,REND.,2301EG0012,15-abr-24,29-abr-24,2-may-24,"AGRUPACION SOCIAL, CULTURAL Y DEPORTIVA EL ESFUERZO FEMENINO QUIRIHUE",TEJIENDO TELAR EN COMUNIDAD,"$2,992,478.00",JUAN PARADA,
123,REND.,2301EG0009,29-abr-24,29-abr-24,2-may-24,AGRUPACION DE ADELANTO VUELTA LA RAMA,CONFECCIONANDO SUEÑOS E ILUSIONES,"$2,743,460.00",JUAN PARADA,
124,REND.,2301S0054,29-abr-24,29-abr-24,2-may-24,AGRUPACIÓN DE JOVENES UNIDOS DISCAPACITADOS DE COELEMU,CON NUESTRA ARTE LA DISCAPACIDAD SE VIVE EN VOLORES,"$2,814,210.00",JUAN PARADA,
125,REND.,2301S0056,29-abr-24,29-abr-24,2-may-24,AGRUPACION DE CIEGOS Y LIMITADOS VISUALES DE COELEMU,NUESTRAS MANOS SON LOS OJOS DE NUESTRA ALMA,"$2,514,903.00",JUAN PARADA,
126,REND.,2301S0051,29-abr-24,29-abr-24,2-may-24,AGRUPACION DE PERSONAS CON DISCAPACIDAD DE LA COSTA,CREANDO Y POTENCIANDO MIS HABILIDADES,"$2,581,843.00",JUAN PARADA,
127,REND.,2301EG0075,29-abr-24,29-abr-24,2-may-24,COMITÉ DE DAMAS RENÉ SCHNEIDER,CONSTRUYENDO SUEÑOS EN VELLÓN,"$2,777,373.00",JUAN PARADA,
128,REND.,2301SP0323,30-abr-24,29-abr-24,2-may-24,JJVV PORTEÑA ALESSANDRI,VECINOS PROTEGIDOS DE LOS DELINCUENTES CON ALARMAS COMUNITARIAS,"$4,495,003.00",JUAN PARADA,
129,REND.,2301SP0429,29-abr-24,29-abr-24,2-may-24,JJVV VILLA LOS ANDES,VILLA LOS ANDES PREOCUPADOS POR SU GENTE,"$4,495,003.00",JUAN PARADA,
130,REND.,2301C0118,22-abr-24,29-abr-24,2-may-24,CLUB DE HUASOS PUELCHE DE MALALCURA,FIESTA COSTUMBRISTA PUELCHE DE MALALCURA EN PRIMAVERA,"$2,493,213.00",JUAN PARADA,
131,REND.,2301EG0114,26-abr-24,29-abr-24,2-may-24,AGRUPACIÓN FEMENINA LOBA NEGRA,ENCUENTRO COMUNAL DE MUJERES INTERGENERACIONAL,"$2,994,918.00",JUAN PARADA,
132,REND.,2301EG0051,29-abr-24,29-abr-24,2-may-24,CLUB AUTOAYUDA MUJERES BORDANDO ESPERANZA,BORDANDO PAISAJES TRADICIONALES CHILENOS,"$2,932,971.00",JUAN PARADA,
133,REND.,2301S0093,S/F,29-abr-24,2-may-24,AGRUPACION DE PACIENTES Y FAMILIARES CON PARKINSON,HABILITACION FUNCIONAL EN LA PERSONA CON ENFERMEDAD DE PARKINSON,"$2,966,000.00",JUAN PARADA,
134,REND.,2301D0318,29-abr-24,29-abr-24,2-may-24,CLUB DEPORTIVO ARTURO PRAT COELEMU,ESCUELA DE FUTBOL FORMATIVO ARTURO PRAT,"$3,000,000.00",JUAN PARADA,
135,REND.,2301S0123,25-abr-24,29-abr-24,2-may-24,CENTRO DE PADRES Y APODERADOS COLEGIO NUEVA ESPERANZA,ACTIVANDO NUESTROS SENTIDOS,"$3,000,000.00",JUAN PARADA,
136,REND.,2301C0123,29-abr-24,29-abr-24,2-may-24,AGRUPACION FOLKLORICA CANTARES DE YUNGAY,CANTARES DE YUNGAY RECORRIENDO ÑUBLE,"$3,299,400.00",JUAN PARADA,
137,REND.,2301S0080,26-abr-24,29-abr-24,2-may-24,TALLER LABORAL LA HERMANDAD,TEJIENDO SOMOS MAS FELICES,"$2,442,299.00",JUAN PARADA,
138,REND.,2301SP0568,30-abr-24,29-abr-24,2-may-24,JJVV LOS MARIA MERCEDES,MEJORANDO LA SEGURIDAD FAMILIAR,"$3,881,000.00",JUAN PARADA,
139,REND.,2301SP0539,30-abr-24,29-abr-24,2-may-24,JJVV N10 MAIPO ARRIBA,MAIPO ARRIBA CONTRA LOS INCENDIOS,"$2,483,100.00",JUAN PARADA,
140,REND.,2301D0032,S/F,29-abr-24,2-may-24,CLUB DEPORTIVO FC REAL BRISAS,EQUIPAMIENTO Y PARTICIPACIÓN PARA EL CLUB DEPORTIVO FC REAL BRISAS,"$1,800,000.00",JUAN PARADA,
141,REND.,2301S0142,S/F,29-abr-24,2-may-24,ASOCIACION DE DISCAPACITADOS DE SAN IGNACIO,MEJOR SALUD Y BIENESTAR PARA NUESTRAS VIDAS,"$3,000,922.00",JUAN PARADA,
142,REND.,2301EG0069,29-abr-24,29-abr-24,2-may-24,FUNDACION CRECER EN EQUIDAD,CUIDANDO AL QUE CUIDA TALLERES PSICOEDUCATIVOS,"$4,462,796.00",JUAN PARADA,
143,REND.,2301SP0062,S/F,30-abr-24,2-may-24,COMITÉ DE ADELANTO Y DESARROLLO SANTA MARÍA - LOZIER,SEGURIDAD EN MIS CALLES,"$4,500,000.00",JUAN PARADA,
144,REND.,2301SP0319,30-abr-24,30-abr-24,2-may-24,SEGUNDA COMPAÑÍA DE BOMBEROS DE YUNGAY,AYUDENOS A AYUDAR,"$4,140,179.00",JUAN PARADA,
145,REND.,2301SP0058,26-abr-24,30-abr-24,2-may-24,JJVV VILLA LOS REGIDORES,UNIDOS POR LA SEGURIDAD,"$4,500,000.00",JUAN PARADA,
146,REND.,2301M0060,16-abr-24,30-abr-24,2-may-24,CENTRO DE PADRES Y APODERADOS JARDIN EL TRIGAL,GUARDIANES DE LA NATURALEZA,"$2,850,000.00",JUAN PARADA,
147,REND.,2301SP0471,29-abr-24,30-abr-24,2-may-24,JJVV LOS COPIHUES DE CERRO NINHUE,MAS VALE PREVENIR QUE LAMENTAR ,"$3,047,000.00",JUAN PARADA,
148,REND.,2301D0034,29-abr-24,30-abr-24,2-may-24,UNION COMUNAL DE FUTBOL NINHUE,CAMPEONATO DE FUTBOL COMUNAL FNDR NINHUE,"$3,913,500.00",JUAN PARADA,
149,REND.,2301SP0242,26-abr-24,30-abr-24,2-may-24,JJVV VILLA ARTURO PRAT,VILLA ARTURO PRAT MAS SEGURA,"$2,768,435.00",JUAN PARADA,
150,REND.,2301AM119,29-abr-24,30-abr-24,2-may-24,COMITÉ DE ADULTO MAYOR BUENA UNION DE HUACALEMU ,FORTALECIENDO LAS FUNCIONES COGNITIVAS MEJORAMOS LA CALIDAD DE VIDA DE LAS PERSONAS MAYORES,"$1,283,611.00",JUAN PARADA,
151,REND.,2301D0268,29-abr-24,30-abr-24,2-may-24,ASOCIACION DE FUTBOL AMATEUR CHILLAN,ANFA SUMA +DEPORTE -VIOLENCIA,"$2,920,053.00",JUAN PARADA,
152,REND.,2301D0219,30-abr-24,30-abr-24,2-may-24,ESCUELA DE FUTBOL LOS PUMAS,TRABAJANDO POR LOS NIÑOS DE YUNGAY,"$2,996,000.00",JUAN PARADA,
153,REND.,2301D0250,30-abr-24,30-abr-24,2-may-24,CLUB DEPORTIVO REAL BAQUEDANO,JUNTOS SEGUIMOS CRECIENDO,"$1,800,000.00",JUAN PARADA,
154,REND.,2301D0123,30-abr-24,30-abr-24,2-may-24,CLUB DEPORTIVO SOCIAL Y CULTURAL TAEKWONDO DRAGONES BLANCOS SUR,TALLERES FORMATIVOS DE TAEKWONDO EN SAN CARLOS,"$2,993,000.00",JUAN PARADA,
155,REND.,2301D0252,30-abr-24,30-abr-24,2-may-24,CLUB DE VOLEIBOL SAN FABIAN,FORMACION CLUB DE VOLEIBOL SAN FABIAN,"$3,000,972.00",JUAN PARADA,
156,REND.,2301SP0442,30-abr-24,30-abr-24,2-may-24,JJVV PABLO NERUDA QUIRIHUE,JUNTOS MEJORAMOS LA SEGURIDAD EN PABLO NERUDA,"$4,466,150.00",JUAN PARADA,
157,REND.,2301S0113,26-abr-24,30-abr-24,2-may-24,CLUB DEPORTIVO EL TEJAR,CLUB DEPORTIVO EL TEJAR JUNTO A LA COMIDA SALUDABLE,"$2,989,880.00",JUAN PARADA,
158,REND.,2301M0089,24-abr-24,30-abr-24,2-may-24,JJVV DADINCO,NATURALMENTE DADINCO,"$2,628,230.00",JUAN PARADA,
159,REND.,2301C0163,29-abr-24,30-abr-24,2-may-24,AGRUPACION CULTURAL CON MANOS DE MUJER,TALLER DE PINTURA AL OLEO,"$3,500,000.00",JUAN PARADA,
160,REND.,2301M0003,30-abr-24,30-abr-24,2-may-24,JJVV PANGUILEMU  ,PANGUILEMU UNIDO POR EL CUIDADO DEL MEDIO AMBIENTE,"$1,571,747.00",JUAN PARADA,
161,REND.,2301S0017,25-abr-24,30-abr-24,2-may-24,JJVV GUILLERMO FUENZALIDA,VIDA SALUDABLE PARA NUESTRA POBLACION GUILLERMO FUENZALIDA,"$2,094,990.00",JUAN PARADA,
162,REND.,2301M0006,28-abr-24,30-abr-24,2-may-24,JJVV LLAHUEN CHICO,CREANDO NUESTRO PROPIO HUERTO SUSTENTABLE,"$1,667,215.00",JUAN PARADA,
163,REND.,2301SP0002,26-abr-24,30-abr-24,2-may-24,JJVV LLAHUEN BAJO,LLAHUEN BAJO PREVIENE LOS INCENDIOS,"$4,270,632.00",JUAN PARADA,
164,REND.,2301S0018,26-abr-24,30-abr-24,2-may-24,JJVV TRANCOYAN,TRANCOYAN SE CAPACITA POR UNA VIDA MAS SALUDABLE,"$2,486,984.00",,
165,REND.,2301M0005,20-abr-24,30-abr-24,2-may-24,JJVV CUCHA URREJOLA,EDUCACION AMBIENTAL PARA NUESTRA COMUNIDAD DE CUCHA URREJOLA,"$2,374,320.00",JUAN PARADA,
166,REND.,2301D0297,30-abr-24,30-abr-24,2-may-24,CLUB ATLETICO DIAMANTES DE ÑUBLE,ESCUELA DE LANZAMIENTO DE PARAATLETISMO,"$2,994,964.00",JUAN PARADA,
167,REND.,2301AM0224,30-abr-24,30-abr-24,2-may-24,CLUB ADULTO MAYOR SOR TERESA DE CALCUTA RIO VIEJO,"ENVEJECIMIENTO ACTIVO, JUNTOS NOS CUIDAMOS Y EJERCITAMOS","$1,743,385.00",JUAN PARADA,
168,REND.,2301D0290,S/F,30-abr-24,2-may-24,CLUB DEPORTIVO REAL ORIENTE,MEJORANDO LA PARTICIPACION EN EL CAMPEONATO ANFA 2023 DEL CD REAL ORIENTE,"$1,797,460.00",JUAN PARADA,
169,REND.,2301C0185,30-abr-24,30-abr-24,2-may-24,CENTRO GENERAL DE PADRES Y APODERADOS COLEGIO POLITECNICO VICTOR JARA,QUIERO MI TALLER DE CUECA,"$2,500,000.00",JUAN PARADA,
170,REND.,2301D0317,30-abr-24,30-abr-24,2-may-24,CLUB DEPORTIVO BALONMANO SAN CARLOS,ESCUELA DE MINI BALONMANO,"$3,000,000.00",JUAN PARADA,
171,REND.,2301D0305,30-abr-24,30-abr-24,2-may-24,CLUB DEPORTIVO LICEO BICENTENARIO DE EXCELENCIA DIEGO PORTALES PALAZUELOS,ESCUELA DE HALTEROFILIA,"$3,000,000.00",JUAN PARADA,
172,REND.,2301D0291,30-abr-24,30-abr-24,2-may-24,CLUB DEPORTIVO RUKA PEWMAN DE SAN CARLOS,ESCUELA DE HALTEROFILIA,"$3,000,000.00",JUAN PARADA,
173,REND.,2301S0074,30-abr-24,30-abr-24,2-may-24,FUNDACION HABILIDADES PARA LA VIDA DOWN,HABILIDADES Y AUTONOMÍA PARA UNA VIDA INDEPENDIENTE,"$2,764,850.00",JUAN PARADA,
174,REND.,2301AM0091,30-abr-24,30-abr-24,2-may-24,CENTRO ADULTO MAYOR EL GRUPO DE LA AMISTAD,ALEGRIA DE REUNIRNOS,"$1,898,341.00",JUAN PARADA,
175,SUBS.,2301AM0035,23-abr-24,30-abr-24,2-may-24,CENTRO ADULTO MAYOR ARCOIRIS DE PARRALITO,COMIDA SALUDABLE PARA EL ADULTO MAYOR,"$1,693,200.00",JUAN PARADA,
176,REND.,2301D0016,30-abr-24,30-abr-24,2-may-24,CLUB DEPORTIVO SAN CAMILO,ESCUELA DEPORTIVA DE FUTBOL SAN CAMILO,"$3,063,730.00",JUAN PARADA,
177,REND.,2301SP0277,30-abr-24,30-abr-24,2-may-24,COMITÉ DE ADELANTO CAMINO EL CASTAÑO,ALARMAS COMUNITARIAS PARA EL CASTAÑO ,"$4,500,000.00",JUAN PARADA,
178,REND.,2301SP0364,27-abr-24,30-abr-24,2-may-24,JJVV LAS ROSAS DE CACHAPOAL,NUESTRO CAMINO SEGURO Y VIGILADO,"$4,477,000.00",JUAN PARADA,
179,REND.,2301SP0391,30-abr-24,30-abr-24,2-may-24,JJVV VILLA LOS ANDES,CAMINA SEGURO EN LOS ANDES,"$4,477,001.00",JUAN PARADA,
180,REND.,2301S0159,1-abr-24,30-abr-24,2-may-24,COMITE FEMENINO LAS ARAÑITAS DE LA VEGA ,COSTUREANDO NOS GENERAMOS UNA NUEVA OPORTUNIDAD ,"$3,000,001.00",,
181,REND.,2301SP0236,30-abr-24,30-abr-24,2-may-24,JUNTA DE VECINOS VILLAS DE LOS CAMPOS DE DOÑA BEATRIZ,CAMARA DE VIGILANCIA VILLA LOS CAMPOS DE DOÑA BEATRIZ,"$4,497,440.00",,
182,REND.,2301D0171,30-abr-24,30-abr-24,2-may-24,CLUB DEPORTIVO RENACER BUREO BAJO,PARTICIPACION DE CLUB DEPORTIVO RENACER BUREO BAJO EN EL CAMPEONATO COMUNAL DE COIHUECO,"$1,800,000.00",,
183,REND.,2301D0011,30-abr-24,30-abr-24,2-may-24,CLUB DEPORTIVO EL SAUCE,IMPLEMENTACION DEPORTIVA PARA NUESTROS JOVENES,"$2,914,000.00",,
184,REND.,23010287,23-abr-24,30-abr-24,2-may-24,ESCUELA DE FUTBOL EL REY ARTURO VIDAL,SEGUNDA ESCUELA DE FUTBOL REY ARTURO VIDAL,"$3,000,000.00",,
185,REND.,2301EG0116,30-abr-24,30-abr-24,2-may-24,UNION COMUNAL DE MUJERES GABRIELA MISTRAL DE SAN IGNACIO,FERIA ITINERANTE GABRIELA MISTRAL ,"$3,000,000.00",,
186,REND.,2301D0230,1-abr-24,30-abr-24,2-may-24,CLUB DEPORTIVO EL EMBALSE,PARTICIPACION DE CLUB DEOPRTIVO EL EMBALSE EN EL CAMPEONATO COMUNAL DE FUTBOL EN EL CAMPEONATO COMUNAL,"$1,800,000.00",,
187,REND.,2301AM0065,29-abr-24,30-abr-24,2-may-24,UNION COMUNAL DE ADULTO MAYOR EL ULTIMO RECREO SAN GREGORIO,ATENCION PODOLOGICA PARA PERSONAS MAYORES,"$2,000,000.00",,
188,REND.,2301D0232,25-abr-24,30-abr-24,2-may-24,CLUB DEPORTIVO SOCIAL Y CULTURAL PASION FEMENINA PUBLO SECO,ESCUELA DEPORTIVO PASION POR EL FUTBOL FEMENINO,"$2,999,820.00",,
189,REND.,2301D0271,29-abr-24,30-abr-24,2-may-24,CLUB DEPORTIVO SANTA JUANA,ESCUELA DE FUTBOL SANTA JUANA ES MI FAMILIA ,"$3,000,000.00",,
190,REND.,2301D0184,29-abr-24,30-abr-24,2-may-24,CLUB DEPORTIVO SELVA NEGRA,DEPORTIVO SELVA NEGRA APOYA Y DIFUNDE EL DEPORTE Y ACTIVIDAD FISICA,"$2,836,940.00",,
191,REND.,2301EG0119,29-abr-24,30-abr-24,2-may-24,COMITE DE AVES CAMPESINAS LAS BUENAS PONEDORAS PIEDRAS MAULE ,INSTALACION DE INVERNADEROS PARA NUESTRO COMITE ,"$3,000,000.00",,
192,REND.,2301D0282,21-abr-24,30-abr-24,2-may-24,CLUB RAYUELA QUIRIQUINA ,TORNO DE RAYUELA QUIRIQUINA,"$1,800,000.00",,
193,REND.,2301C0164,25-abr-24,30-abr-24,2-may-24,AGRUPACION FOLCLORICA BROTES DE ÑUBLE,CANTANDO Y BAILANDO CON BROTES DE ÑUBLE,"$3,414,000.00",,
194,REND.,2301EG0107,30-abr-24,30-abr-24,2-may-24,AGRUPACION DE APOYO A NIÑOS CON NEURODIVERSIDAD NINHUE,LA COMUNIDAD DE NINHUE PROMUEVE LA INCLUSION DE LA NEURODIVERSIDAD,"$2,996,633.00",,
195,REND.,2301S0071,30-abr-24,30-abr-24,2-may-24,AGRUPACION DE DISCAPACITADOS JESUS NAZARENO DE BUENOS AIRES,YO CUIDO MIS SIGNOS VITALES ,"$2,880,000.00",,
196,REND.,2301S0077,30-abr-24,30-abr-24,2-may-24,FUNDACION APTIVA ,DIAGNOSTICO Y DESARROLLO DE COMPETENCIAS SOCIOEMOCIONALES EN PROFESORES DE ÑUBLE ,"$2,967,370.00",,
197,REND.,2301D0315,30-abr-24,30-abr-24,2-may-24,CLUB DEPORTIVO UNION FERROVIARIO DE COELEMU,"ESCUELA DE FUTBOL; DE LA MANO CON LOS VALORES A LA MEDIDA DE LOS NIÑOS, NIÑAS Y JOVENES","$2,894,300.00",,
198,REND.,2301M0087,S/F,30-abr-24,2-may-24,JUNTA DE VECINOS SELVA NEGRA,"CUIDAMOS EL MEDIO AMBIENTE DONDE VIVIMOS, SELVA NEGRA 2023","$2,995,080.00",,
199,REND.,2301S0131,30-abr-24,30-abr-24,2-may-24,AMIGOS DE LA ESCUELA RENACER,AVANZANDO EN LA INCLUSION CON NUEVAS FORMAS DE DESARROLLO INTEGRATIVO PSICOCORPORAL  Y SOCIOEMOCIONAL EN LA COMUNIDAD EDUCATIVA DE LA ESCUELA ESPECIAL RENACER,"$3,000,119.00",,
200,REND.,2301M0053,30-abr-24,30-abr-24,2-may-24,JUNTA DE VECINOS TRES ESQUINAS DE CATO,"CATO SE ORGANIZA, RECICLA Y PLANTA ","$3,000,000.00",,
201,REND.,2301M0055,26-abr-24,30-abr-24,2-may-24,JUNTA DE VECINOS LOS PEHUENCHES ,FOMENTAMOS LA SUSTENTABILIDAD EN JJVV LOS PEHUENCHES,"$3,000,000.00",,
202,REND.,2301SP0120,30-abr-24,30-abr-24,2-may-24,JUNTA DE VECINOS LA DEHESA,"COIHUECO TE PROTEGE, SISTEMA DE TELEVIGILANCIA EN JJVV LA DEHESA","$4,500,000.00",,
203,REND.,2301S0161,30-abr-24,30-abr-24,2-may-24,CLUB DEPORTIVO UNION CORDILLERA ,TALLERES DEFUTBOL INFANTIL SAN FABIAN 2023,"$3,000,000.00",,
204,REND.,2301SP0152,27-abr-24,30-abr-24,2-may-24,JJVV LOS COPIHUES,LOS COPIHUES MAS SEGURO,"$4,500,000.00",,
205,REND.,2301SP0150,27-abr-24,30-abr-24,2-may-24,JJVV EL ALAMO,JUNTA DE VECINOS EL ALAMO PROTEGIDO CON CAMARAS DE SEGURIDAD,"$4,500,000.00",,
206,REND.,2301SP0550,30-abr-24,30-abr-24,2-may-24,JJVV VILLA PORTAL DEL SUR,VIGILANDO NUESTRO PORTAL,"$4,500,000.00",,
207,REND.,2301SP0280,27-abr-24,30-abr-24,2-may-24,JJVV VILLA LOS LIBERTADORES,SEGURIDAD PARA NUESTROS VECINOS EN VILLA LOS LIBERTADORES,"$4,469,664.00",,
208,REND.,2301SP0094,26-abr-24,30-abr-24,2-may-24,COMITÉ DE AGUA POTABLE RURAL SAN LUIS DE ARIZONA MULLAUQUEN,VECINOS DEL APR UNIDOS Y PROTEGIDOS ANTE INCENDIOS,"$4,500,000.00",,
209,REND.,2301SP0148,26-abr-24,30-abr-24,2-may-24,JJVV PEDRO AGUIRRE CERDA ,"EN EL BARRIO PEDRO AGUIRRE CERDA, CUIDAMOS NUESTRAS CASAS","$4,500,017.00",,
210,REND.,2301SP0106,26-abr-24,30-abr-24,2-may-24,COMITÉ DE AGUA POTABLE NINQUIHUE ,VECINOS DEL APR NINQUIHUE PROTEGIDOS ANTE LAS CATASTROFES,"$4,500,001.00",,
211,REND.,2301D0279,29-abr-24,30-abr-24,3-may-24,CLUB DEPORTIVO LA ESTRELLA,ESCUELA DE FUTBOL CD LA ESTRELLA,"$3,000,000.00",,
212,REND.,2301D0201,29-abr-24,30-abr-24,3-may-24,CLUB DEPORTIVO ATLANTA,ESCUELA DE FUTBOL Y FORMACION INICIAL CLUB DEPORTIVO ATLANTA,"$2,902,000.00",,
213,REND.,230150073,26-abr-24,30-abr-24,3-may-24,JUNTOS DE LA MANO SI ES POSIBLE,INCLUYENDO A TRAVES DEL YOGA Y EQUINOTERAPIA A NIÑOS Y JOVENES  DE RANQUIL,"$2,999,997.00",,
214,REND.,2301D0245,29-abr-24,30-abr-24,3-may-24,CLUB DEPORTIVO FERROVIARIO,CUADROANGULAR: JORGE SAN MARTIN,"$1,760,000.00",,
215,REND.,2301S0022,29-abr-24,30-abr-24,3-may-24,CENTRO GENERAL DE PADRES Y APODERADOS ESCUELA BASICA DE ÑIPAS,"INTERVENCION TERAPEUTICA,EDUCATIVA,SENSORIAL,COGNITIVA,SOCIAL Y EMOCIONAL PARA LOS ESTUDIANTES CON TEA","$2,741,950.00",,
216,REND.,2301M0001,26-abr-24,30-abr-24,3-may-24,JUNTA DE VECINOS 10 DE JULIO DE ÑIPAS,10 DE JULIO UNA COMUNIDAD LIMPIA Y SUSTENTABLE,"$2,952,401.00",,
217,REND.,2301S0162,24-abr-24,30-abr-24,3-may-24,JUNTA DE VECINOS LOS NARANJOS SECTOR ALTO CENTRO AGUAS BUENAS,PRIMEROS AUXILIOS PARA LA FAMILIA Y COMUNIDAD,"$2,995,300.00",,
218,REND.,2301SP0069,29-abr-24,30-abr-24,3-may-24,JUNTA DE VECINOS EL BARCO,SUPERANDO EL DEFICIT HIDRICO JUNTO A LA COMUNIDAD DE EL BARCO,"$4,362,040.00",,
219,REND.,2301D0075,26-abr-24,30-abr-24,3-may-24,CLUB DEPORTIVO ENRIQUE TRABUCO,TRABUCO VUELVE A LAS CANCHAS,"$1,660,000.00",,
220,REND.,2301D0077,25-abr-24,30-abr-24,3-may-24,CLUB DEPORTIVO UNION JUVENTUD,FOMENTANDO EL DEPORTEEN NUESTRA COMUNA,"$1,362,930.00",,
221,REND.,2301SPG0011,24-abr-24,30-abr-24,3-may-24,JUNTA DE VECINOS RAHUIL,PREVENCION DE DESASTRES: BRIGADA ANTIINCENDIOS RAHUIL,"$3,714,921.00",,
222,REND.,2301AM0231,24-abr-24,30-abr-24,3-may-24,GRUPO FOLCLORICO DEL ADULTO MAYOR REMINISCENCIA,AL RITMO DE LA EXPERIENCIA: TALLER DE MUSICA Y DANZA PARA ADULTOS MAYORES,"$2,000,003.00",,
223,REND.,2301EG0001,24-abr-24,30-abr-24,3-may-24,AGRUPACION DE MUJERES PRIMAVERA DE RAHUIL,CREA Y ESTAMPA TUS SUEÑOS,"$2,920,000.00",,
224,REND.,2301AM0112,10-abr-24,30-abr-24,3-may-24,GRUPO ADULTO MAYOR ARCOIRIS,ADULTOS MAYORES BRILLAMOS COMO ARCOIRIS Y MEJORAMOS NUESTRA SALUD,"$1,971,297.00",,
225,REND.,2301S0137,24-abr-24,30-abr-24,3-may-24,UNION COMUNAL DE MUJERES COMUNA DE RANQUIL,MANOS DE MUJERES EN RESINA,"$2,985,063.00",,
226,REND.,2301AM0215,26-abr-24,30-abr-24,3-may-24,AMIGURUMIS DE CORAZON,AMIGURUMIS DE CORAZON,"$1,964,000.00",,
227,REND.,2301SP0481,29-abr-24,30-abr-24,3-may-24,JUNTA DE VECINOS LAS VIOLETAS,MEJORANDO LA SEGURIDAD DE NUESTRA VILLA,"$4,344,658.00",,
228,REND.,2301D0015,30-abr-24,30-abr-24,3-may-24,CLUB DEPORTIVO TAEKWONDO PANTERAS NEGRAS DE CHILLÁN,TAEKWONDO FORMATIVO: INCULCANDO HABITOS DE VIDA SALUDABLE,"$2,990,000.00",,
229,REND.,2301EG00187,S/F,30-abr-24,3-may-24,COMITE DE MUJERES LAS ABEJITAS DEL CASINO,ENTRE VIÑEDOS Y CERRO LAS ABEJITAS SIEMBRAN MUSICA PARA EL CORAZON,"$3,000,000.00",,
